Year,Rk,Name,YoB,Votes,X.vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,PosSummary,Runoff,Special,NumBallots,VeteransCommittee,NegroLeagues,position,method
1973,37,Billy Pierce,4th,4,1.10%,82,35,18,50.4,36.1,43.2,57.9,616,1102,94,203,0,69,1,65,0.184,0.232,0.203,0.435,19,211,169,3.27,119,1.26,585,432,32,3306.2,2989,284,1178,1999,*1/3,0,0,380,0,0,P,0
1973,38,Bobby Thomson,8th,3,0.80%,30,21,15,30,24.7,27.3,54.8,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*759/43,0,0,380,0,0,CF,0
1973,39,Harry Brecheen,7th,3,0.80%,67,27,12,40.1,31.3,35.7,57.9,321,673,48,129,2,44,0,45,0.192,0.247,0.235,0.481,30,133,92,2.92,133,1.188,318,240,18,1907.2,1731,116,536,901,*1,0,0,380,0,0,P,0
1973,40,Gil McDougald,8th,2,0.50%,54,21,10,38.6,30.6,34.6,54.4,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4*56,0,0,380,0,0,2B,0
1973,41,Vic Wertz,4th,2,0.50%,35,26,17,24.8,19.4,22.1,55.4,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*37/8,0,0,380,0,0,RF,0
1973,42,Bobby Richardson,2nd,2,0.50%,69,12,12,6.5,9.2,7.9,54.4,1412,5386,643,1432,34,390,73,262,0.266,0.299,0.335,0.634,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*45/6,0,0,380,0,0,2B,0
1973,43,Smoky Burgess,1st,1,0.30%,46,34,18,31.2,21.6,26.4,40.7,1691,4471,485,1318,126,673,13,477,0.295,0.362,0.446,0.807,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,0,0,380,0,0,C,0
1973,44,Harvey Haddix,3rd,1,0.30%,30,20,14,30.9,25.5,28.2,57.9,531,798,95,169,4,64,4,46,0.212,0.255,0.296,0.551,47,136,113,3.63,108,1.233,453,285,21,2235,2154,240,601,1575,*1/9,0,0,380,0,0,P,0
1972,1,Sandy Koufax,1st,344,86.90%,227,46,12,46.2,43.8,45,57.9,397,776,26,75,2,28,0,43,0.097,0.145,0.116,0.261,-26,165,87,2.76,131,1.106,397,314,9,2324.1,1754,204,817,2396,*1,0,0,396,0,0,P,1
1972,2,Yogi Berra,2nd,339,85.60%,226,49,19,56.1,35.1,45.6,40.7,2120,7555,1175,2150,358,1430,30,704,0.285,0.348,0.482,0.83,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*279/35,0,0,396,0,0,C,1
1972,3,Early Wynn,4th,301,76.00%,141,44,23,56.2,37,46.6,57.9,796,1704,136,365,17,173,1,141,0.214,0.274,0.285,0.559,54,300,244,3.54,107,1.329,691,612,15,4564,4291,338,1775,2334,*1,0,0,396,0,0,P,1
1972,4,Ralph Kiner,10th,235,59.30%,136,34,10,46.2,41.3,43.7,50.7,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*783,0,0,396,0,0,LF,0
1972,5,Gil Hodges,4th,161,40.70%,83,32,18,40.7,31.8,36.2,51.5,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3275/948,0,0,396,0,0,1B,0
1972,6,Johnny Mize,10th,157,39.60%,175,47,15,67.8,46.8,57.3,51.5,1884,6443,1118,2011,359,1337,28,856,0.312,0.397,0.562,0.959,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/O,0,0,396,1,0,1B,4
1972,7,Enos Slaughter,7th,149,37.60%,90,41,19,51.3,33.1,42.2,55.4,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,0,0,396,1,0,OF,4
1972,8,Pee Wee Reese,8th,129,32.60%,100,39,16,63.1,39.6,51.4,52.1,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*65,0,0,396,1,0,SS,4
1972,9,Marty Marion,11th,120,30.30%,57,17,13,29.6,25.1,27.4,52.1,1572,5506,602,1448,36,624,35,470,0.263,0.323,0.345,0.668,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/5,0,0,396,0,0,SS,0
1972,10,Bob Lemon,8th,117,29.50%,118,34,15,45.9,37,41.4,57.9,615,1183,148,274,37,147,2,93,0.232,0.288,0.386,0.674,82,207,128,3.23,119,1.337,460,350,22,2850,2559,180,1251,1277,*1/859,0,0,396,0,0,P,0
1972,11,George Kell,8th,115,29.00%,90,29,15,34.5,25.7,30.1,53.4,1795,6702,881,2054,78,870,51,621,0.306,0.367,0.414,0.781,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*53/749,0,0,396,1,0,3B,4
1972,12,Allie Reynolds,11th,105,26.50%,110,33,13,22.8,19.2,21,57.9,475,857,56,140,1,79,1,61,0.163,0.223,0.198,0.422,18,182,107,3.3,109,1.386,434,309,49,2492.1,2193,133,1261,1423,*1,0,0,396,0,0,P,0
1972,13,Red Schoendienst,4th,104,26.30%,110,30,19,39,28.5,33.7,54.4,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4765/8,0,0,396,1,0,2B,4
1972,14,Phil Rizzuto,10th,103,26.00%,87,23,13,38.1,31.9,35,52.1,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/4,0,0,396,1,0,SS,4
1972,15,Hal Newhouser,9th,92,23.20%,140,34,17,58.6,49.6,54.1,57.9,492,999,71,201,2,81,3,89,0.201,0.267,0.233,0.5,36,207,150,3.06,130,1.311,488,374,26,2993,2674,136,1249,1796,*1,0,0,396,1,0,P,4
1972,16,Duke Snider,3rd,84,21.20%,152,47,18,63.1,48.1,55.6,54.8,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*897,0,0,396,0,0,CF,0
1972,17,Nellie Fox,2nd,64,16.20%,163,32,19,46.3,35.8,41,54.4,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/53,0,0,396,1,0,2B,4
1972,18,Phil Cavarretta,9th,61,15.40%,42,22,22,31.8,24,27.9,51.5,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*O,0,0,396,0,0,1B,0
1972,19,Al Dark,7th,55,13.90%,51,26,14,39.6,31,35.3,52.1,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98,0,0,18,33,2,1,1,0,1,1,1,1,0,*6*57/4391,0,0,396,0,0,SS,0
1972,20,Dom DiMaggio,8th,36,9.10%,64,28,11,29.8,25,27.4,54.8,1399,5640,1046,1680,87,618,100,750,0.298,0.383,0.419,0.802,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,0,0,396,0,0,OF,0
1972,21,Bobo Newsom,10th,31,7.80%,69,23,20,42,32.6,37.3,57.9,609,1337,86,253,1,102,1,17,0.189,0.2,0.217,0.417,10,211,222,3.98,107,1.463,600,483,21,3759.1,3769,206,1732,2082,*1,0,0,396,0,0,P,0
1972,22,Charlie Keller,11th,24,6.10%,52,30,13,40.6,36.3,38.4,50.7,1170,3790,725,1085,189,760,45,784,0.286,0.41,0.518,0.928,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,0,0,396,0,0,OF,0
1972,23,Johnny Sain,7th,21,5.30%,55,17,11,27.3,28.8,28.1,57.9,433,774,69,190,3,101,0,24,0.245,0.27,0.304,0.574,58,139,116,3.49,107,1.3,412,245,51,2125.2,2145,179,619,910,*1,0,0,396,0,0,P,0
1972,24,Mickey Vernon,7th,12,3.00%,72,33,20,30.1,23.6,26.8,51.5,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/79,0,0,396,0,0,1B,0
1972,25,Richie Ashburn,5th,11,2.80%,112,41,15,60.2,42.9,51.6,54.8,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*879/4,0,0,396,1,0,CF,4
1972,26,Ted Kluszewski,6th,10,2.50%,76,24,15,29.2,27.2,28.2,51.5,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3,0,0,396,0,0,1B,0
1972,27,Bobby Thomson,7th,10,2.50%,30,21,15,30,24.7,27.3,54.8,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*759/43,0,0,396,0,0,CF,0
1972,28,Bobby Shantz,3rd,9,2.30%,53,16,16,32.5,23.7,28.1,32.3,578,548,60,107,1,46,3,47,0.195,0.265,0.245,0.509,38,119,99,3.38,119,1.26,537,171,48,1935.2,1795,151,643,1072,*1/8,0,0,396,0,0,P,0
1972,29,Harvey Haddix,2nd,9,2.30%,30,20,14,30.9,25.5,28.2,57.9,531,798,95,169,4,64,4,46,0.212,0.255,0.296,0.551,47,136,113,3.63,108,1.233,453,285,21,2235,2154,240,601,1575,*1/9,0,0,396,0,0,P,0
1972,30,Roy McMillan,1st,9,2.30%,27,16,16,21.7,17.8,19.8,52.1,2093,6752,739,1639,68,594,41,665,0.243,0.314,0.321,0.635,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/54,0,0,396,0,0,SS,0
1972,31,Bobby Richardson,1st,8,2.00%,69,12,12,6.5,9.2,7.9,54.4,1412,5386,643,1432,34,390,73,262,0.266,0.299,0.335,0.634,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*45/6,0,0,396,0,0,2B,0
1972,32,Walker Cooper,5th,8,2.00%,74,32,18,27.2,22.5,24.9,40.7,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,0,0,396,0,0,C,0
1972,33,Don Newcombe,7th,7,1.80%,78,28,10,35.6,33.1,34.4,57.9,452,878,94,238,15,108,2,87,0.271,0.338,0.367,0.705,85,149,90,3.56,114,1.203,344,294,7,2154.2,2102,252,490,1129,*1,0,0,396,0,0,P,0
1972,34,Dutch Leonard,6th,5,1.30%,45,24,20,44.1,29.8,36.9,57.9,640,1054,53,177,0,69,1,20,0.168,0.185,0.193,0.378,4,191,181,3.25,119,1.256,640,375,44,3218.1,3304,158,737,1170,*1,0,0,396,0,0,P,0
1972,35,Harry Brecheen,6th,5,1.30%,67,27,12,40.1,31.3,35.7,57.9,321,673,48,129,2,44,0,45,0.192,0.247,0.235,0.481,30,133,92,2.92,133,1.188,318,240,18,1907.2,1731,116,536,901,*1,0,0,396,0,0,P,0
1972,36,Vic Wertz,3rd,4,1.00%,35,26,17,24.8,19.4,22.1,55.4,1862,6099,867,1692,266,1178,9,828,0.277,0.364,0.469,0.833,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*37/8,0,0,396,0,0,RF,0
1972,37,Carl Erskine,6th,4,1.00%,48,18,12,12,13.7,12.8,57.9,360,588,51,92,1,31,0,12,0.156,0.175,0.18,0.355,-7,122,78,4,101,1.328,335,216,13,1718.2,1637,199,646,981,*1,0,0,396,0,0,P,0
1972,38,Billy Pierce,3rd,4,1.00%,82,35,18,50.4,36.1,43.2,57.9,616,1102,94,203,0,69,1,65,0.184,0.232,0.203,0.435,19,211,169,3.27,119,1.26,585,432,32,3306.2,2989,284,1178,1999,*1/3,0,0,396,0,0,P,0
1972,39,Gil McDougald,7th,4,1.00%,54,21,10,38.6,30.6,34.6,54.4,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4*56,0,0,396,0,0,2B,0
1972,40,Vic Raschi,6th,4,1.00%,82,25,10,15,15.1,15,57.9,269,608,45,112,1,50,0,47,0.184,0.243,0.217,0.46,25,132,66,3.72,105,1.316,269,255,3,1819,1666,138,727,944,1,0,0,396,0,0,P,0
1972,41,Roy Sievers,2nd,3,0.80%,50,26,17,22.8,21.3,22.1,51.5,1887,6387,945,1703,318,1147,14,841,0.267,0.354,0.475,0.829,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*785/9,0,0,396,0,0,1B,0
1972,42,Vic Power,2nd,3,0.80%,38,10,12,13.1,14.8,13.9,51.5,1627,6046,765,1716,126,658,45,279,0.284,0.315,0.411,0.725,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*34587/96,0,0,396,0,0,1B,0
1972,43,Eddie Lopat,5th,2,0.50%,64,27,12,29.7,26,27.9,57.9,357,887,87,187,5,77,0,73,0.211,0.271,0.268,0.539,50,166,112,3.21,116,1.277,340,318,3,2439.1,2464,179,650,859,*1,0,0,396,0,0,P,0
1972,44,Carl Furillo,5th,2,0.50%,40,27,15,31.8,24.3,28,55.4,1806,6378,895,1910,192,1058,48,514,0.299,0.355,0.458,0.813,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*87,0,0,396,0,0,RF,0
1972,45,Preacher Roe,6th,2,0.50%,55,21,12,28.2,29.2,28.7,57.9,333,620,37,68,1,28,0,38,0.11,0.161,0.119,0.28,-24,127,84,3.43,116,1.259,333,261,10,1914.1,1907,199,504,956,*1,0,0,396,0,0,P,0
1972,46,Jackie Jensen,6th,1,0.30%,56,25,11,25.5,23.1,24.3,55.4,1438,5236,810,1463,199,929,143,750,0.279,0.369,0.46,0.829,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*987,0,0,396,0,0,RF,0
1971,1,Yogi Berra,1st,242,67.20%,226,49,19,56.1,35.1,45.6,40.7,2120,7555,1175,2150,358,1430,30,704,0.285,0.348,0.482,0.83,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*279/35,0,0,360,0,0,C,0
1971,2,Early Wynn,3rd,240,66.70%,141,44,23,56.2,37,46.6,57.9,796,1704,136,365,17,173,1,141,0.214,0.274,0.285,0.559,54,300,244,3.54,107,1.329,691,612,15,4564,4291,338,1775,2334,*1,0,0,360,0,0,P,0
1971,3,Ralph Kiner,9th,212,58.90%,136,34,10,46.2,41.3,43.7,50.7,1472,5205,971,1451,369,1015,22,1011,0.279,0.398,0.548,0.946,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*783,0,0,360,0,0,LF,0
1971,4,Gil Hodges,3rd,180,50.00%,83,32,18,40.7,31.8,36.2,51.5,2071,7030,1105,1921,370,1274,63,943,0.273,0.359,0.487,0.846,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3275/948,0,0,360,0,0,1B,0
1971,5,Enos Slaughter,6th,165,45.80%,90,41,19,51.3,33.1,42.2,55.4,2380,7946,1247,2383,169,1304,71,1018,0.3,0.382,0.453,0.834,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,0,0,360,1,0,OF,4
1971,6,Johnny Mize,9th,157,43.60%,175,47,15,67.8,46.8,57.3,51.5,1884,6443,1118,2011,359,1337,28,856,0.312,0.397,0.562,0.959,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/O,0,0,360,1,0,1B,4
1971,7,Pee Wee Reese,7th,127,35.30%,100,39,16,63.1,39.6,51.4,52.1,2166,8058,1338,2170,126,885,232,1210,0.269,0.366,0.377,0.743,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*65,0,0,360,1,0,SS,4
1971,8,Red Schoendienst,3rd,123,34.20%,110,30,19,39,28.5,33.7,54.4,2216,8479,1223,2449,84,773,89,606,0.289,0.337,0.387,0.724,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4765/8,0,0,360,1,0,2B,4
1971,9,Marty Marion,10th,123,34.20%,57,17,13,29.6,25.1,27.4,52.1,1572,5506,602,1448,36,624,35,470,0.263,0.323,0.345,0.668,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/5,0,0,360,0,0,SS,0
1971,10,Allie Reynolds,10th,110,30.60%,110,33,13,22.8,19.2,21,57.9,475,857,56,140,1,79,1,61,0.163,0.223,0.198,0.422,18,182,107,3.3,109,1.386,434,309,49,2492.1,2193,133,1261,1423,*1,0,0,360,0,0,P,0
1971,11,George Kell,7th,105,29.20%,90,29,15,34.5,25.7,30.1,53.4,1795,6702,881,2054,78,870,51,621,0.306,0.367,0.414,0.781,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*53/749,0,0,360,1,0,3B,4
1971,12,Johnny Vander Meer,12th,98,27.20%,33,12,13,23.8,23.6,23.7,57.9,382,685,58,104,1,26,1,41,0.152,0.2,0.18,0.379,6,119,121,3.44,107,1.393,346,286,2,2104.2,1799,100,1132,1294,*1,0,0,360,0,0,P,0
1971,13,Hal Newhouser,8th,94,26.10%,140,34,17,58.6,49.6,54.1,57.9,492,999,71,201,2,81,3,89,0.201,0.267,0.233,0.5,36,207,150,3.06,130,1.311,488,374,26,2993,2674,136,1249,1796,*1,0,0,360,1,0,P,4
1971,14,Phil Rizzuto,9th,92,25.60%,87,23,13,38.1,31.9,35,52.1,1661,5816,877,1588,38,563,149,651,0.273,0.351,0.355,0.706,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/4,0,0,360,1,0,SS,4
1971,15,Bob Lemon,7th,90,25.00%,118,34,15,45.9,37,41.4,57.9,615,1183,148,274,37,147,2,93,0.232,0.288,0.386,0.674,82,207,128,3.23,119,1.337,460,350,22,2850,2559,180,1251,1277,*1/859,0,0,360,0,0,P,0
1971,16,Duke Snider,2nd,89,24.70%,152,47,18,63.1,48.1,55.6,54.8,2143,7161,1259,2116,407,1333,99,971,0.295,0.38,0.54,0.919,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*897,0,0,360,0,0,CF,0
1971,17,Phil Cavarretta,8th,83,23.10%,42,22,22,31.8,24,27.9,51.5,2030,6754,990,1977,95,920,65,820,0.293,0.372,0.416,0.788,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*O,0,0,360,0,0,1B,0
1971,18,Bobby Doerr,12th,78,21.70%,96,41,14,47.4,34.1,40.7,54.4,1865,7093,1094,2042,223,1247,54,809,0.288,0.362,0.461,0.823,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4,0,0,360,1,0,2B,4
1971,19,Al Dark,6th,54,15.00%,51,26,14,39.6,31,35.3,52.1,1828,7219,1064,2089,126,757,59,430,0.289,0.333,0.411,0.744,98,0,0,18,33,2,1,1,0,1,1,1,1,0,*6*57/4391,0,0,360,0,0,SS,0
1971,20,Nellie Fox,1st,39,10.80%,163,32,19,46.3,35.8,41,54.4,2367,9232,1279,2663,35,790,76,719,0.288,0.348,0.363,0.71,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4/53,0,0,360,1,0,2B,4
1971,21,Bobo Newsom,9th,17,4.70%,69,23,20,42,32.6,37.3,57.9,609,1337,86,253,1,102,1,17,0.189,0.2,0.217,0.417,10,211,222,3.98,107,1.463,600,483,21,3759.1,3769,206,1732,2082,*1,0,0,360,0,0,P,0
1971,22,Dom DiMaggio,7th,15,4.20%,64,28,11,29.8,25,27.4,54.8,1399,5640,1046,1680,87,618,100,750,0.298,0.383,0.419,0.802,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,0,0,360,0,0,OF,0
1971,23,Charlie Keller,10th,14,3.90%,52,30,13,40.6,36.3,38.4,50.7,1170,3790,725,1085,189,760,45,784,0.286,0.41,0.518,0.928,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,0,0,360,0,0,OF,0
1971,24,Mickey Vernon,6th,12,3.30%,72,33,20,30.1,23.6,26.8,51.5,2409,8731,1196,2495,172,1311,137,955,0.286,0.359,0.428,0.787,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3/79,0,0,360,0,0,1B,0
1971,25,Johnny Sain,6th,11,3.10%,55,17,11,27.3,28.8,28.1,57.9,433,774,69,190,3,101,0,24,0.245,0.27,0.304,0.574,58,139,116,3.49,107,1.3,412,245,51,2125.2,2145,179,619,910,*1,0,0,360,0,0,P,0
1971,26,Harvey Haddix,1st,10,2.80%,30,20,14,30.9,25.5,28.2,57.9,531,798,95,169,4,64,4,46,0.212,0.255,0.296,0.551,47,136,113,3.63,108,1.233,453,285,21,2235,2154,240,601,1575,*1/9,0,0,360,0,0,P,0
1971,27,Richie Ashburn,4th,10,2.80%,112,41,15,60.2,42.9,51.6,54.8,2189,8365,1322,2574,29,586,234,1198,0.308,0.396,0.382,0.778,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*879/4,0,0,360,1,0,CF,4
1971,28,Ted Kluszewski,5th,9,2.50%,76,24,15,29.2,27.2,28.2,51.5,1718,5929,848,1766,279,1028,20,492,0.298,0.353,0.498,0.85,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3,0,0,360,0,0,1B,0
1971,29,Don Newcombe,6th,8,2.20%,78,28,10,35.6,33.1,34.4,57.9,452,878,94,238,15,108,2,87,0.271,0.338,0.367,0.705,85,149,90,3.56,114,1.203,344,294,7,2154.2,2102,252,490,1129,*1,0,0,360,0,0,P,0
1971,30,Billy Pierce,2nd,7,1.90%,82,35,18,50.4,36.1,43.2,57.9,616,1102,94,203,0,69,1,65,0.184,0.232,0.203,0.435,19,211,169,3.27,119,1.26,585,432,32,3306.2,2989,284,1178,1999,*1/3,0,0,360,0,0,P,0
1971,31,Walker Cooper,4th,7,1.90%,74,32,18,27.2,22.5,24.9,40.7,1473,4702,573,1341,173,812,18,309,0.285,0.332,0.464,0.796,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*2,0,0,360,0,0,C,0
1971,32,Wally Moses,6th,7,1.90%,45,28,17,29.1,22.2,25.6,55.4,2012,7356,1124,2138,89,679,174,821,0.291,0.364,0.416,0.779,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*O,0,0,360,0,0,OF,0
1971,33,Harry Brecheen,5th,7,1.90%,67,27,12,40.1,31.3,35.7,57.9,321,673,48,129,2,44,0,45,0.192,0.247,0.235,0.481,30,133,92,2.92,133,1.188,318,240,18,1907.2,1731,116,536,901,*1,0,0,360,0,0,P,0
1971,34,Carl Furillo,4th,5,1.40%,40,27,15,31.8,24.3,28,55.4,1806,6378,895,1910,192,1058,48,514,0.299,0.355,0.458,0.813,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*87,0,0,360,0,0,RF,0
1971,35,Bobby Shantz,2nd,5,1.40%,53,16,16,32.5,23.7,28.1,32.3,578,548,60,107,1,46,3,47,0.195,0.265,0.245,0.509,38,119,99,3.38,119,1.26,537,171,48,1935.2,1795,151,643,1072,*1/8,0,0,360,0,0,P,0
1971,36,Gil McDougald,6th,4,1.10%,54,21,10,38.6,30.6,34.6,54.4,1336,4676,697,1291,112,576,45,559,0.276,0.356,0.41,0.766,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*4*56,0,0,360,0,0,2B,0
1971,37,Bobby Thomson,6th,4,1.10%,30,21,15,30,24.7,27.3,54.8,1779,6305,903,1705,264,1026,38,559,0.27,0.332,0.462,0.794,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*8*759/43,0,0,360,0,0,CF,0
1971,38,Roy Sievers,1st,4,1.10%,50,26,17,22.8,21.3,22.1,51.5,1887,6387,945,1703,318,1147,14,841,0.267,0.354,0.475,0.829,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*785/9,0,0,360,0,0,1B,0
1971,39,Eddie Lopat,4th,4,1.10%,64,27,12,29.7,26,27.9,57.9,357,887,87,187,5,77,0,73,0.211,0.271,0.268,0.539,50,166,112,3.21,116,1.277,340,318,3,2439.1,2464,179,650,859,*1,0,0,360,0,0,P,0
1971,40,Preacher Roe,5th,3,0.80%,55,21,12,28.2,29.2,28.7,57.9,333,620,37,68,1,28,0,38,0.11,0.161,0.119,0.28,-24,127,84,3.43,116,1.259,333,261,10,1914.1,1907,199,504,956,*1,0,0,360,0,0,P,0
1971,41,Dutch Leonard,5th,3,0.80%,45,24,20,44.1,29.8,36.9,57.9,640,1054,53,177,0,69,1,20,0.168,0.185,0.193,0.378,4,191,181,3.25,119,1.256,640,375,44,3218.1,3304,158,737,1170,*1,0,0,360,0,0,P,0
1971,42,Carl Erskine,5th,3,0.80%,48,18,12,12,13.7,12.8,57.9,360,588,51,92,1,31,0,12,0.156,0.175,0.18,0.355,-7,122,78,4,101,1.328,335,216,13,1718.2,1637,199,646,981,*1,0,0,360,0,0,P,0
1971,43,Vic Power,1st,2,0.60%,38,10,12,13.1,14.8,13.9,51.5,1627,6046,765,1716,126,658,45,279,0.284,0.315,0.411,0.725,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*34587/96,0,0,360,0,0,1B,0
1971,44,Wally Moon,1st,2,0.60%,24,21,12,22.3,23.7,23,50.7,1457,4843,737,1399,142,661,89,644,0.289,0.371,0.445,0.817,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*983,0,0,360,0,0,LF,0
1971,45,Vic Raschi,5th,2,0.60%,82,25,10,15,15.1,15,57.9,269,608,45,112,1,50,0,47,0.184,0.243,0.217,0.46,25,132,66,3.72,105,1.316,269,255,3,1819,1666,138,727,944,1,0,0,360,0,0,P,0
1971,46,Jackie Jensen,5th,2,0.60%,56,25,11,25.5,23.1,24.3,55.4,1438,5236,810,1463,199,929,143,750,0.279,0.369,0.46,0.829,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*987,0,0,360,0,0,RF,0
