Year,Rk,Name,YoB,Votes,X.vote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,PosSummary,Runoff,Special,NumBallots,VeteransCommittee,NegroLeagues,position,method
2006,21,Hal Morris,1st,5,1.00%,23,18,13,11.4,12,11.7,51.5,1246,3998,535,1216,76,513,45,356,0.304,0.361,0.433,0.794,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*37D/9,0,0,520,0,0,1B,0
2006,22,Gary Gaetti,1st,4,0.80%,52,30,20,38,23,30.5,53.4,2507,8951,1130,2280,360,1341,96,634,0.255,0.308,0.434,0.741,97,0,0,7.71,82,2.571,3,0,0,2.1,5,1,1,1,*53D/67149,0,0,520,0,0,3B,0
2006,23,John Wetteland,1st,4,0.80%,93,18,12,18.5,16.3,17.4,32.3,618,42,4,7,1,8,0,0,0.167,0.167,0.286,0.452,24,48,45,2.93,148,1.135,618,17,330,765,616,73,252,804,*1,0,0,520,0,0,P,0
2006,24,Rick Aguilera,1st,3,0.60%,89,12,16,20.4,13,16.7,32.3,737,139,12,28,3,11,0,6,0.201,0.234,0.288,0.522,45,86,81,3.57,118,1.227,732,89,318,1291.1,1233,138,351,1030,*1,0,0,520,0,0,P,0
2006,25,Gregg Jefferies,1st,2,0.40%,19,17,14,17,14.7,15.9,51.5,1465,5520,761,1593,126,663,196,472,0.289,0.344,0.421,0.765,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*3*7*45D,0,0,520,0,0,1B,0
2006,26,Doug Jones,1st,2,0.40%,79,11,16,19.9,18.2,19.1,32.3,846,7,0,1,0,0,0,1,0.143,0.25,0.143,0.393,12,69,79,3.3,129,1.243,846,4,303,1128.1,1155,86,247,909,*1,0,0,520,0,0,P,0
2006,27,Walt Weiss,1st,1,0.20%,29,20,14,14.6,15.1,14.8,52.1,1495,4686,623,1207,25,386,96,658,0.258,0.351,0.326,0.677,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/D,0,0,520,0,0,SS,0
2006,28,Gary Disarcina,1st,0,0.00%,4,15,12,9.3,10.1,9.7,52.1,1086,3744,444,966,28,355,47,154,0.258,0.292,0.341,0.633,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*6/45,0,0,520,0,0,SS,0
2006,29,Alex Fernandez,1st,0,0.00%,12,13,10,26.5,25.3,25.9,57.9,266,126,7,22,3,14,0,9,0.175,0.228,0.31,0.537,41,107,87,3.74,115,1.275,263,261,0,1760.1,1693,190,552,1252,1,0,0,520,0,0,P,0
2005,1,Wade Boggs,1st,474,91.90%,268,58,18,88.3,55.5,71.9,53.4,2440,9180,1513,3010,118,1014,24,1412,0.328,0.415,0.443,0.858,131,0,0,3.86,157,1.714,2,0,0,2.1,3,0,1,2,*5D3/17,0,0,516,0,0,3B,1
2005,2,Ryne Sandberg,3rd,393,76.20%,158,43,16,64.9,45.6,55.3,54.4,2164,8385,1318,2386,282,1061,344,761,0.285,0.344,0.452,0.795,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*45/6D,0,0,516,0,0,2B,1
2005,3,Bruce Sutter,12th,344,66.70%,91,17,12,23.1,23.7,23.4,32.3,661,102,6,9,0,6,1,7,0.088,0.153,0.088,0.241,-33,68,71,2.83,136,1.14,661,0,300,1042,879,77,309,861,*1,0,0,516,0,0,P,0
2005,4,Jim Rice,11th,307,59.50%,146,43,16,44.3,34.6,39.5,50.7,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*7*D9/8,0,0,516,0,0,LF,0
2005,5,Rich Gossage,6th,285,55.20%,126,19,22,39.4,31,35.2,32.3,1003,85,1,9,0,2,0,4,0.106,0.146,0.118,0.264,-25,124,107,3.01,126,1.232,1002,37,310,1809.1,1497,119,732,1502,*1/D,0,0,516,0,0,P,0
2005,6,Andre Dawson,4th,270,52.30%,118,44,21,60.6,41,50.8,54.8,2627,9927,1373,2774,438,1591,314,589,0.279,0.323,0.482,0.806,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*9*8D7,0,0,516,0,0,RF,0
